county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Leon,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Leon,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Liberty,3,homepage,https://www.co.liberty.tx.us/,false,"discovered homepage — corrected: libertycounty.org is the county TOURISM site; this is the county government (commissioners court, JPs, courthouse Liberty TX)",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Liberty' in page | homepage keywords: county | title=""Liberty County, Texas""",
Liberty,3,elections,https://www.co.liberty.tx.us/page/liberty.elections,false,"found via link ""Election Information"" score=12",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Liberty' in page | elections keywords: election, voter, ballot | title=""Liberty County, Texas""",
Liberty,3,polling,https://www.co.liberty.tx.us/page/liberty.elections.2026-11-03,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Liberty' in page | polling keywords: election day | title=""Liberty County, Texas""",
Liberty,3,early_voting,https://www.co.liberty.tx.us/page/liberty.elections.2026-11-03,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Liberty' in page | early_voting keywords: early voting | title=""Liberty County, Texas""",
Liberty,3,results,https://www.co.liberty.tx.us/page/liberty.elections.past.historical,false,"found via ""HISTORICAL ELECTION RESULTS"" score=21",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Liberty' in page | results keywords: election result, results, canvass | title=""Liberty County, Texas""",
Limestone,3,homepage,https://www.co.limestone.tx.us/,false,"discovered homepage — 'Limestone' in page; seat 'Groesbeck' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, commissioner's court, county judge",ok,200,,confident,"[plain] county name 'Limestone' in page; seat 'Groesbeck' in page | homepage keywords: county | title=""Limestone County, Texas""",
Limestone,3,elections,https://www.co.limestone.tx.us/page/limestone.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Limestone' in page; seat 'Groesbeck' in page | elections keywords: election, voter, voting, ballot | title=""Limestone County Texas Elections""",
Limestone,3,polling,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Limestone,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Limestone,3,results,,false,GAP: results are in a SharePoint library that requires Microsoft sign-in (redirects to login.microsoftonline.com) — not publicly fetchable,gap,,,gap,GAP: results are in a SharePoint library that requires Microsoft sign-in (redirects to login.microsoftonline.com) — not publicly fetchable,
Lipscomb,3,homepage,https://www.co.lipscomb.tx.us/,false,"discovered homepage — 'Lipscomb' in page; seat 'Lipscomb' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Lipscomb' in page; seat 'Lipscomb' in page | homepage keywords: county | title=""Lipscomb County, Texas""",
Lipscomb,3,elections,https://www.co.lipscomb.tx.us/page/lipscomb.ElectionInformation,false,"found via link ""Election Information"" score=9",ok,200,,confident,"[plain] county name 'Lipscomb' in page; seat 'Lipscomb' in page | elections keywords: election, voter, voting, ballot | title=""Lipscomb County, Texas""",
Lipscomb,3,polling,,false,GAP: candidate is non-HTML (text/plain) — out of scope,gap,,,gap,GAP: candidate is non-HTML (text/plain) — out of scope,
Lipscomb,3,early_voting,,false,GAP: candidate is non-HTML (text/plain) — out of scope,gap,,,gap,GAP: candidate is non-HTML (text/plain) — out of scope,
Lipscomb,3,results,,false,GAP: candidate is non-HTML (text/plain) — out of scope,gap,,,gap,GAP: candidate is non-HTML (text/plain) — out of scope,
Live Oak,3,homepage,https://www.co.live-oak.tx.us/,false,"discovered homepage — 'Live Oak' in page; seat 'George West' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Live Oak' in page; seat 'George West' in page | homepage keywords: county | title=""Home Page - Live Oak County""",
Live Oak,3,elections,,false,"GAP: county linked vote411.org via a Google Translate proxy; vote411 is a national site, not this county's page",gap,,,gap,"GAP: county linked vote411.org via a Google Translate proxy; vote411 is a national site, not this county's page",
Live Oak,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Live Oak,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Live Oak,3,results,https://www.co.live-oak.tx.us/page/liveoak.Results,false,"found via ""Results"" score=8",ok,200,,confident,"[plain] county name 'Live Oak' in page; seat 'George West' in page | results keywords: election result, results, unofficial | title=""Live Oak County, Texas""",
Lynn,3,homepage,https://www.co.lynn.tx.us/,false,"discovered homepage — 'Lynn' in page; seat 'Tahoka' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, commissioner's court, county judge",ok,200,,confident,"[plain] county name 'Lynn' in page; seat 'Tahoka' in page | homepage keywords: county | title=""Lynn County, Texas""",
Lynn,3,elections,https://www.co.lynn.tx.us/page/lynn.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Lynn' in page; seat 'Tahoka' in page | elections keywords: election, voter, voting, ballot | title=""Lynn County, Texas""",
Lynn,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lynn,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lynn,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Madison,3,homepage,https://www.co.madison.tx.us/,false,"discovered homepage — 'Madison' in page; seat 'Madisonville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madisonville' in page | homepage keywords: county | title=""Madison County, Texas""",
Madison,3,elections,https://www.co.madison.tx.us/page/madison.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madisonville' in page | elections keywords: election, voter, voting, ballot | title=""November 7 2023""",
Madison,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Madison,3,early_voting,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Madison,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Marion,3,homepage,https://www.co.marion.tx.us/,false,"discovered homepage — 'Marion' in page; seat 'Jefferson' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Jefferson' in page | homepage keywords: county | title=""Home Page - Marion County""",
Marion,3,elections,https://marioncountytaxoffice.com/elections/,true,"found via link ""Elections"" score=18",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Jefferson' in page | elections keywords: election, voter, voting | title=""Elections – Marion County Tax Office""",
Marion,3,polling,https://marioncountytaxoffice.com/november-5-2024-general-election/,true,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Jefferson' in page | polling keywords: polling, vote center, election day | title=""NOVEMBER 5, 2024 GENERAL ELECTION – Marion County Tax Office""",
Marion,3,early_voting,https://marioncountytaxoffice.com/november-5-2024-general-election/,true,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Jefferson' in page | early_voting keywords: early voting | title=""NOVEMBER 5, 2024 GENERAL ELECTION – Marion County Tax Office""",
Marion,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Martin,3,homepage,https://www.martincountytx.com/,false,"discovered homepage — verified: sparse CivicPlus homepage but /Directory.aspx lists commissioners court, clerks, sheriff, elections (Stanton TX)",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stanton' in page | homepage keywords: county | title=""Martin County | Official Website""",
Martin,3,elections,https://www.martincountytx.com/m/faq?cat=15#question-65,false,"found via link ""How do I know if I am registered to vote"" score=3 (weak match — review)",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stanton' in page | elections keywords: election, voter | title=""Frequently Asked Questions - CivicPlus.CMS.FAQ""",
Martin,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Martin,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Martin,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Mason,3,homepage,https://www.co.mason.tx.us/,false,"discovered homepage — 'Mason' in page; seat 'Mason' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Mason' in page; seat 'Mason' in page | homepage keywords: county | title=""Mason County, Texas""",
